Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 5, 'n_head': 7, 'n_kv_head': 7, 'n_embd': 448, 'window_pattern': 'S'}
Parameter counts:
  wte                     : 3,670,016
  value_embeds            : 11,010,048
  lm_head                 : 3,670,016
  transformer_matrices    : 11,039,728
  scalars                 : 10
  total                   : 29,389,818
Estimated FLOPs per token: 1.047735e+08
Scaling AdamW LRs by 1/sqrt(448/768) = 1.309307
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011097 | lrm: 1.00 | dt: 18429ms | tok/sec: 3,556 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 01231 (74.0%) | loss: 3.236458 | lrm: 0.28 | dt: 182ms | tok/sec: 359,554 | mfu: 3.8% | epoch: 1 | remaining: 78s    
step 01232 (74.0%) | loss: 3.251163 | lrm: 0.27 | dt: 185ms | tok/sec: 353,978 | mfu: 3.7% | epoch: 1 | remaining: 78s    
step 01233 (74.1%) | loss: 3.252342 | lrm: 0.27 | dt: 189ms | tok/sec: 346,558 | mfu: 3.7% | epoch: 1 | remaining: 78s    
step 01234 (74.1%) | loss: 3.251670 | lrm: 0.27 | dt: 181ms | tok/sec: 361,180 | mfu: 3.8% | epoch: 1 | remaining: 77s    
step 01235 (74.2%) | loss: 3.251142 | lrm: 0.27 | dt: 180ms | tok/sec: 364,001 | mfu: 3.9% | epoch: 1 | remaining: 77s    
step 01236 (74.3%) | loss: 3.251578 | lrm: 0.27 | dt: 181ms | tok/sec: 361,081 | mfu: 3.8% | epoch: 1 | remaining: 77s    
step 01237 (74.3%) | loss: 3.254671 | lrm: 0.27 | dt: 184ms | tok/sec: 356,758 | mfu: 3.8% | epoch: 1 | remaining: 77s    
step 01238 (74.4%) | loss: 3.254123 | lrm: 0.27 | dt: 188ms | tok/sec: 349,063 | mfu: 3.7% | epoch: 1 | remaining: 77s    
step 01239 (74.5%) | loss: 3.249781 | lrm: 0.27 | dt: 188ms | tok/sec: 349,447 | mfu: 3.7% | epoch: 1 | remaining: 76s    
step 01240 (74.5%) | loss: 3.251024 | lrm: 0.27 | dt: 180ms | tok/sec: 363,947 | mfu: 3.9% | epoch: 1 | remaining: 76s    
step 01241 (74.6%) | loss: 3.244691 | lrm: 0.27 | dt: 180ms | tok/sec: 363,819 | mfu: 3.9% | epoch: 1 | remaining: 76s    
step 01242 (74.6%) | loss: 3.253255 | lrm: 0.27 | dt: 181ms | tok/sec: 361,356 | mfu: 3.8% | epoch: 1 | remaining: 76s    
step 01243 (74.7%) | loss: 3.250161 | lrm: 0.27 | dt: 185ms | tok/sec: 354,092 | mfu: 3.7% | epoch: 1 | remaining: 76s    
step 01244 (74.8%) | loss: 3.248410 | lrm: 0.27 | dt: 189ms | tok/sec: 347,332 | mfu: 3.7% | epoch: 1 | remaining: 76s    
step 01245 (74.8%) | loss: 3.239556 | lrm: 0.27 | dt: 182ms | tok/sec: 359,250 | mfu: 3.8% | epoch: 1 | remaining: 75s    
step 01246 (74.9%) | loss: 3.252594 | lrm: 0.27 | dt: 180ms | tok/sec: 363,958 | mfu: 3.9% | epoch: 1 | remaining: 75s    
step 01247 (74.9%) | loss: 3.234430 | lrm: 0.27 | dt: 181ms | tok/sec: 361,088 | mfu: 3.8% | epoch: 1 | remaining: 75s    
step 01248 (75.0%) | loss: 3.231970 | lrm: 0.26 | dt: 184ms | tok/sec: 356,693 | mfu: 3.8% | epoch: 1 | remaining: 75s    
step 01249 (75.1%) | loss: 3.225944 | lrm: 0.26 | dt: 189ms | tok/sec: 346,340 | mfu: 3.7% | epoch: 1 | remaining: 75s    
step 01250 (75.1%) | loss: 3.228927 | lrm: 0.26 | dt: 187ms | tok/sec: 350,785 | mfu: 3.7% | epoch: 1 | remaining: 74s    
step 01251 (75.2%) | loss: 3.227616 | lrm: 0.26 | dt: 180ms | tok/sec: 364,148 | mfu: 3.9% | epoch: 1 | remaining: 74s    
step 01252 (75.2%) | loss: 3.225154 | lrm: 0.26 | dt: 181ms | tok/sec: 362,461 | mfu: 3.8% | epoch: 1 | remaining: 74s    
step 01253 (75.3%) | loss: 3.224946 | lrm: 0.26 | dt: 182ms | tok/sec: 360,212 | mfu: 3.8% | epoch: 1 | remaining: 74s    
step 01254 (75.4%) | loss: 3.224745 | lrm: 0.26 | dt: 187ms | tok/sec: 350,551 | mfu: 3.7% | epoch: 1 | remaining: 74s    
step 01255 (75.4%) | loss: 3.221984 | lrm: 0.26 | dt: 189ms | tok/sec: 347,077 | mfu: 3.7% | epoch: 1 | remaining: 74s    
step 01256 (75.5%) | loss: 3.208668 | lrm: 0.26 | dt: 180ms | tok/sec: 363,319 | mfu: 3.8% | epoch: 1 | remaining: 73s    
step 01257 (75.6%) | loss: 3.215372 | lrm: 0.26 | dt: 180ms | tok/sec: 363,764 | mfu: 3.9% | epoch: 1 | remaining: 73s    
step 01258 (75.6%) | loss: 3.215205 | lrm: 0.26 | dt: 181ms | tok/sec: 361,730 | mfu: 3.8% | epoch: 1 | remaining: 73s    
step 01259 (75.7%) | loss: 3.212484 | lrm: 0.26 | dt: 185ms | tok/sec: 354,837 | mfu: 3.8% | epoch: 1 | remaining: 73s    
step 01260 (75.7%) | loss: 3.214667 | lrm: 0.26 | dt: 189ms | tok/sec: 347,121 | mfu: 3.7% | epoch: 1 | remaining: 73s    
step 01261 (75.8%) | loss: 3.219105 | lrm: 0.26 | dt: 183ms | tok/sec: 357,863 | mfu: 3.8% | epoch: 1 | remaining: 72s    
step 01262 (75.9%) | loss: 3.218571 | lrm: 0.26 | dt: 180ms | tok/sec: 363,204 | mfu: 3.8% | epoch: 1 | remaining: 72s    
step 01263 (75.9%) | loss: 3.216006 | lrm: 0.26 | dt: 180ms | tok/sec: 363,160 | mfu: 3.8% | epoch: 1 | remaining: 72s    
step 01264 (76.0%) | loss: 3.211750 | lrm: 0.26 | dt: 183ms | tok/sec: 357,371 | mfu: 3.8% | epoch: 1 | remaining: 72s    
step 01265 (76.0%) | loss: 3.211195 | lrm: 0.25 | dt: 187ms | tok/sec: 351,305 | mfu: 3.7% | epoch: 1 | remaining: 72s    
step 01266 (76.1%) | loss: 3.209773 | lrm: 0.25 | dt: 187ms | tok/sec: 350,965 | mfu: 3.7% | epoch: 1 | remaining: 72s    
step 01267 (76.2%) | loss: 3.208346 | lrm: 0.25 | dt: 181ms | tok/sec: 362,033 | mfu: 3.8% | epoch: 1 | remaining: 71s    
step 01268 (76.2%) | loss: 3.211314 | lrm: 0.25 | dt: 181ms | tok/sec: 362,897 | mfu: 3.8% | epoch: 1 | remaining: 71s    
step 01269 (76.3%) | loss: 3.206234 | lrm: 0.25 | dt: 181ms | tok/sec: 361,592 | mfu: 3.8% | epoch: 1 | remaining: 71s    
step 01270 (76.3%) | loss: 3.204132 | lrm: 0.25 | dt: 184ms | tok/sec: 355,695 | mfu: 3.8% | epoch: 1 | remaining: 71s    
step 01271 (76.4%) | loss: 3.210953 | lrm: 0.25 | dt: 187ms | tok/sec: 349,563 | mfu: 3.7% | epoch: 1 | remaining: 71s    
step 01272 (76.5%) | loss: 3.209068 | lrm: 0.25 | dt: 185ms | tok/sec: 353,613 | mfu: 3.7% | epoch: 1 | remaining: 70s    
step 01273 (76.5%) | loss: 3.213865 | lrm: 0.25 | dt: 181ms | tok/sec: 362,059 | mfu: 3.8% | epoch: 1 | remaining: 70s    
step 01274 (76.6%) | loss: 3.211399 | lrm: 0.25 | dt: 181ms | tok/sec: 363,051 | mfu: 3.8% | epoch: 1 | remaining: 70s    
step 01275 (76.7%) | loss: 3.219527 | lrm: 0.25 | dt: 182ms | tok/sec: 360,432 | mfu: 3.8% | epoch: 1 | remaining: 70s    
step 01276 (76.7%) | loss: 3.215418 | lrm: 0.25 | dt: 185ms | tok/sec: 353,510 | mfu: 3.7% | epoch: 1 | remaining: 70s    
step 01277 (76.8%) | loss: 3.215885 | lrm: 0.25 | dt: 189ms | tok/sec: 347,425 | mfu: 3.7% | epoch: 1 | remaining: 69s    
step 01278 (76.8%) | loss: 3.213123 | lrm: 0.25 | dt: 183ms | tok/sec: 357,979 | mfu: 3.8% | epoch: 1 | remaining: 69s    
step 01279 (76.9%) | loss: 3.213397 | lrm: 0.25 | dt: 181ms | tok/sec: 362,843 | mfu: 3.8% | epoch: 1 | remaining: 69s    
step 01280 (77.0%) | loss: 3.216448 | lrm: 0.25 | dt: 181ms | tok/sec: 362,631 | mfu: 3.8% | epoch: 1 | remaining: 69s    
step 01281 (77.0%) | loss: 3.206688 | lrm: 0.25 | dt: 183ms | tok/sec: 357,769 | mfu: 3.8% | epoch: 1 | remaining: 69s    
step 01282 (77.1%) | loss: 3.201748 | lrm: 0.24 | dt: 188ms | tok/sec: 348,178 | mfu: 3.7% | epoch: 1 | remaining: 69s    
step 01283 (77.1%) | loss: 3.199703 | lrm: 0.24 | dt: 188ms | tok/sec: 348,474 | mfu: 3.7% | epoch: 1 | remaining: 68s    
step 01284 (77.2%) | loss: 3.198259 | lrm: 0.24 | dt: 181ms | tok/sec: 362,908 | mfu: 3.8% | epoch: 1 | remaining: 68s    
step 01285 (77.3%) | loss: 3.191627 | lrm: 0.24 | dt: 181ms | tok/sec: 362,975 | mfu: 3.8% | epoch: 1 | remaining: 68s    
step 01286 (77.3%) | loss: 3.194505 | lrm: 0.24 | dt: 181ms | tok/sec: 361,192 | mfu: 3.8% | epoch: 1 | remaining: 68s    
step 01287 (77.4%) | loss: 3.191316 | lrm: 0.24 | dt: 186ms | tok/sec: 352,715 | mfu: 3.7% | epoch: 1 | remaining: 68s    
step 01288 (77.4%) | loss: 3.194575 | lrm: 0.24 | dt: 189ms | tok/sec: 347,264 | mfu: 3.7% | epoch: 1 | remaining: 67s    
step 01289 (77.5%) | loss: 3.194729 | lrm: 0.24 | dt: 182ms | tok/sec: 360,816 | mfu: 3.8% | epoch: 1 | remaining: 67s    
step 01290 (77.6%) | loss: 3.196225 | lrm: 0.24 | dt: 180ms | tok/sec: 363,126 | mfu: 3.8% | epoch: 1 | remaining: 67s    
step 01291 (77.6%) | loss: 3.204139 | lrm: 0.24 | dt: 182ms | tok/sec: 359,977 | mfu: 3.8% | epoch: 1 | remaining: 67s    
step 01292 (77.7%) | loss: 3.206211 | lrm: 0.24 | dt: 185ms | tok/sec: 354,072 | mfu: 3.7% | epoch: 1 | remaining: 67s    
step 01293 (77.8%) | loss: 3.197051 | lrm: 0.24 | dt: 189ms | tok/sec: 346,033 | mfu: 3.7% | epoch: 1 | remaining: 67s    
step 01294 (77.8%) | loss: 3.190685 | lrm: 0.24 | dt: 182ms | tok/sec: 360,996 | mfu: 3.8% | epoch: 1 | remaining: 66s    
step 01295 (77.9%) | loss: 3.199538 | lrm: 0.24 | dt: 181ms | tok/sec: 362,850 | mfu: 3.8% | epoch: 1 | remaining: 66s    
step 01296 (77.9%) | loss: 3.194164 | lrm: 0.24 | dt: 181ms | tok/sec: 361,844 | mfu: 3.8% | epoch: 1 | remaining: 66s    
step 01297 (78.0%) | loss: 3.197844 | lrm: 0.24 | dt: 184ms | tok/sec: 356,018 | mfu: 3.8% | epoch: 1 | remaining: 66s    
step 01298 (78.1%) | loss: 3.200920 | lrm: 0.24 | dt: 189ms | tok/sec: 347,506 | mfu: 3.7% | epoch: 1 | remaining: 66s    
step 01299 (78.1%) | loss: 3.203710 | lrm: 0.23 | dt: 184ms | tok/sec: 356,933 | mfu: 3.8% | epoch: 1 | remaining: 65s    
step 01300 (78.2%) | loss: 3.196624 | lrm: 0.23 | dt: 181ms | tok/sec: 362,598 | mfu: 3.8% | epoch: 1 | remaining: 65s    
step 01301 (78.2%) | loss: 3.196957 | lrm: 0.23 | dt: 181ms | tok/sec: 362,848 | mfu: 3.8% | epoch: 1 | remaining: 65s    
step 01302 (78.3%) | loss: 3.199205 | lrm: 0.23 | dt: 183ms | tok/sec: 358,109 | mfu: 3.8% | epoch: 1 | remaining: 65s    
step 01303 (78.4%) | loss: 3.200517 | lrm: 0.23 | dt: 187ms | tok/sec: 349,526 | mfu: 3.7% | epoch: 1 | remaining: 65s    
step 01304 (78.4%) | loss: 3.203542 | lrm: 0.23 | dt: 188ms | tok/sec: 347,799 | mfu: 3.7% | epoch: 1 | remaining: 65s    
step 01305 (78.5%) | loss: 3.211094 | lrm: 0.23 | dt: 181ms | tok/sec: 362,611 | mfu: 3.8% | epoch: 1 | remaining: 64s    
step 01306 (78.6%) | loss: 3.214803 | lrm: 0.23 | dt: 180ms | tok/sec: 363,142 | mfu: 3.8% | epoch: 1 | remaining: 64s    
step 01307 (78.6%) | loss: 3.214153 | lrm: 0.23 | dt: 181ms | tok/sec: 361,963 | mfu: 3.8% | epoch: 1 | remaining: 64s    
step 01308 (78.7%) | loss: 3.218213 | lrm: 0.23 | dt: 186ms | tok/sec: 353,190 | mfu: 3.7% | epoch: 1 | remaining: 64s    
step 01309 (78.7%) | loss: 3.214732 | lrm: 0.23 | dt: 189ms | tok/sec: 345,867 | mfu: 3.7% | epoch: 1 | remaining: 64s    
step 01310 (78.8%) | loss: 3.214947 | lrm: 0.23 | dt: 181ms | tok/sec: 362,572 | mfu: 3.8% | epoch: 1 | remaining: 63s    
step 01311 (78.9%) | loss: 3.201518 | lrm: 0.23 | dt: 180ms | tok/sec: 363,761 | mfu: 3.9% | epoch: 1 | remaining: 63s    
step 01312 (78.9%) | loss: 3.194988 | lrm: 0.23 | dt: 181ms | tok/sec: 362,674 | mfu: 3.8% | epoch: 1 | remaining: 63s    
step 01313 (79.0%) | loss: 3.189296 | lrm: 0.23 | dt: 185ms | tok/sec: 354,392 | mfu: 3.8% | epoch: 1 | remaining: 63s    
step 01314 (79.0%) | loss: 3.184432 | lrm: 0.23 | dt: 188ms | tok/sec: 348,874 | mfu: 3.7% | epoch: 1 | remaining: 63s    
step 01315 (79.1%) | loss: 3.194717 | lrm: 0.22 | dt: 185ms | tok/sec: 353,403 | mfu: 3.7% | epoch: 1 | remaining: 63s    
step 01316 (79.2%) | loss: 3.183775 | lrm: 0.22 | dt: 180ms | tok/sec: 363,664 | mfu: 3.9% | epoch: 1 | remaining: 62s    
step 01317 (79.2%) | loss: 3.198573 | lrm: 0.22 | dt: 180ms | tok/sec: 364,068 | mfu: 3.9% | epoch: 1 | remaining: 62s    
step 01318 (79.3%) | loss: 3.194945 | lrm: 0.22 | dt: 183ms | tok/sec: 358,134 | mfu: 3.8% | epoch: 1 | remaining: 62s    
step 01319 (79.3%) | loss: 3.199943 | lrm: 0.22 | dt: 186ms | tok/sec: 353,126 | mfu: 3.7% | epoch: 1 | remaining: 62s    
step 01320 (79.4%) | loss: 3.202559 | lrm: 0.22 | dt: 188ms | tok/sec: 348,617 | mfu: 3.7% | epoch: 1 | remaining: 62s    
step 01321 (79.5%) | loss: 3.206336 | lrm: 0.22 | dt: 182ms | tok/sec: 360,298 | mfu: 3.8% | epoch: 1 | remaining: 61s    
step 01322 (79.5%) | loss: 3.207088 | lrm: 0.22 | dt: 181ms | tok/sec: 362,575 | mfu: 3.8% | epoch: 1 | remaining: 61s    
step 01323 (79.6%) | loss: 3.205722 | lrm: 0.22 | dt: 181ms | tok/sec: 362,004 | mfu: 3.8% | epoch: 1 | remaining: 61s    
step 01324 (79.6%) | loss: 3.203547 | lrm: 0.22 | dt: 184ms | tok/sec: 357,013 | mfu: 3.8% | epoch: 1 | remaining: 61s    
step 01325 (79.7%) | loss: 3.202797 | lrm: 0.22 | dt: 188ms | tok/sec: 348,747 | mfu: 3.7% | epoch: 1 | remaining: 61s    
step 01326 (79.8%) | loss: 3.189976 | lrm: 0.22 | dt: 186ms | tok/sec: 352,713 | mfu: 3.7% | epoch: 1 | remaining: 60s    
step 01327 (79.8%) | loss: 3.194799 | lrm: 0.22 | dt: 181ms | tok/sec: 362,019 | mfu: 3.8% | epoch: 1 | remaining: 60s    
step 01328 (79.9%) | loss: 3.208829 | lrm: 0.22 | dt: 180ms | tok/sec: 363,579 | mfu: 3.8% | epoch: 1 | remaining: 60s    
step 01329 (80.0%) | loss: 3.208195 | lrm: 0.22 | dt: 183ms | tok/sec: 358,382 | mfu: 3.8% | epoch: 1 | remaining: 60s    
step 01330 (80.0%) | loss: 3.201502 | lrm: 0.22 | dt: 185ms | tok/sec: 355,113 | mfu: 3.8% | epoch: 1 | remaining: 60s    
step 01331 (80.1%) | loss: 3.197142 | lrm: 0.22 | dt: 188ms | tok/sec: 348,453 | mfu: 3.7% | epoch: 1 | remaining: 60s    
step 01332 (80.1%) | loss: 3.202249 | lrm: 0.21 | dt: 184ms | tok/sec: 356,725 | mfu: 3.8% | epoch: 1 | remaining: 59s    
step 01333 (80.2%) | loss: 3.195656 | lrm: 0.21 | dt: 180ms | tok/sec: 364,450 | mfu: 3.9% | epoch: 1 | remaining: 59s    
step 01334 (80.3%) | loss: 3.186392 | lrm: 0.21 | dt: 181ms | tok/sec: 362,617 | mfu: 3.8% | epoch: 1 | remaining: 59s    
step 01335 (80.3%) | loss: 3.195464 | lrm: 0.21 | dt: 184ms | tok/sec: 356,078 | mfu: 3.8% | epoch: 1 | remaining: 59s    
step 01336 (80.4%) | loss: 3.199546 | lrm: 0.21 | dt: 187ms | tok/sec: 349,941 | mfu: 3.7% | epoch: 1 | remaining: 59s    
step 01337 (80.4%) | loss: 3.193573 | lrm: 0.21 | dt: 188ms | tok/sec: 348,550 | mfu: 3.7% | epoch: 1 | remaining: 58s    
step 01338 (80.5%) | loss: 3.191263 | lrm: 0.21 | dt: 180ms | tok/sec: 363,144 | mfu: 3.8% | epoch: 1 | remaining: 58s    
step 01339 (80.6%) | loss: 3.191887 | lrm: 0.21 | dt: 181ms | tok/sec: 362,789 | mfu: 3.8% | epoch: 1 | remaining: 58s    
step 01340 (80.6%) | loss: 3.194648 | lrm: 0.21 | dt: 181ms | tok/sec: 362,001 | mfu: 3.8% | epoch: 1 | remaining: 58s    
step 01341 (80.7%) | loss: 3.192563 | lrm: 0.21 | dt: 185ms | tok/sec: 354,568 | mfu: 3.8% | epoch: 1 | remaining: 58s    
step 01342 (80.8%) | loss: 3.192442 | lrm: 0.21 | dt: 189ms | tok/sec: 347,246 | mfu: 3.7% | epoch: 1 | remaining: 58s    
step 01343 (80.8%) | loss: 3.192686 | lrm: 0.21 | dt: 183ms | tok/sec: 358,936 | mfu: 3.8% | epoch: 1 | remaining: 57s    
step 01344 (80.9%) | loss: 3.188274 | lrm: 0.21 | dt: 181ms | tok/sec: 361,541 | mfu: 3.8% | epoch: 1 | remaining: 57s    
step 01345 (80.9%) | loss: 3.195078 | lrm: 0.21 | dt: 180ms | tok/sec: 363,510 | mfu: 3.8% | epoch: 1 | remaining: 57s    
step 01346 (81.0%) | loss: 3.192536 | lrm: 0.21 | dt: 183ms | tok/sec: 357,195 | mfu: 3.8% | epoch: 1 | remaining: 57s    
step 01347 (81.1%) | loss: 3.189398 | lrm: 0.21 | dt: 188ms | tok/sec: 348,305 | mfu: 3.7% | epoch: 1 | remaining: 57s    
step 01348 (81.1%) | loss: 3.195426 | lrm: 0.21 | dt: 187ms | tok/sec: 349,644 | mfu: 3.7% | epoch: 1 | remaining: 56s    
step 01349 (81.2%) | loss: 3.197834 | lrm: 0.20 | dt: 180ms | tok/sec: 363,885 | mfu: 3.9% | epoch: 1 | remaining: 56s    
step 01350 (81.2%) | loss: 3.205719 | lrm: 0.20 | dt: 180ms | tok/sec: 363,354 | mfu: 3.8% | epoch: 1 | remaining: 56s    
step 01351 (81.3%) | loss: 3.195422 | lrm: 0.20 | dt: 182ms | tok/sec: 359,133 | mfu: 3.8% | epoch: 1 | remaining: 56s    
step 01352 (81.4%) | loss: 3.190582 | lrm: 0.20 | dt: 186ms | tok/sec: 351,468 | mfu: 3.7% | epoch: 1 | remaining: 56s    
step 01353 (81.4%) | loss: 3.191897 | lrm: 0.20 | dt: 190ms | tok/sec: 345,066 | mfu: 3.7% | epoch: 1 | remaining: 56s    
step 01354 (81.5%) | loss: 3.191282 | lrm: 0.20 | dt: 180ms | tok/sec: 363,798 | mfu: 3.9% | epoch: 1 | remaining: 55s    
step 01355 (81.5%) | loss: 3.195819 | lrm: 0.20 | dt: 181ms | tok/sec: 361,882 | mfu: 3.8% | epoch: 1 | remaining: 55s    
step 01356 (81.6%) | loss: 3.202509 | lrm: 0.20 | dt: 182ms | tok/sec: 360,522 | mfu: 3.8% | epoch: 1 | remaining: 55s    
step 01357 (81.7%) | loss: 3.211688 | lrm: 0.20 | dt: 185ms | tok/sec: 354,391 | mfu: 3.8% | epoch: 1 | remaining: 55s    
step 01358 (81.7%) | loss: 3.218111 | lrm: 0.20 | dt: 191ms | tok/sec: 342,637 | mfu: 3.6% | epoch: 1 | remaining: 55s    
step 01359 (81.8%) | loss: 3.215006 | lrm: 0.20 | dt: 181ms | tok/sec: 362,415 | mfu: 3.8% | epoch: 1 | remaining: 54s    
step 01360 (81.9%) | loss: 3.211203 | lrm: 0.20 | dt: 180ms | tok/sec: 363,210 | mfu: 3.8% | epoch: 1 | remaining: 54s    
step 01361 (81.9%) | loss: 3.208685 | lrm: 0.20 | dt: 181ms | tok/sec: 361,792 | mfu: 3.8% | epoch: 1 | remaining: 54s    
step 01362 (82.0%) | loss: 3.205923 | lrm: 0.20 | dt: 183ms | tok/sec: 357,723 | mfu: 3.8% | epoch: 1 | remaining: 54s    
step 01363 (82.0%) | loss: 3.197428 | lrm: 0.20 | dt: 189ms | tok/sec: 347,118 | mfu: 3.7% | epoch: 1 | remaining: 54s    
step 01364 (82.1%) | loss: 3.203832 | lrm: 0.20 | dt: 184ms | tok/sec: 356,827 | mfu: 3.8% | epoch: 1 | remaining: 54s    
step 01365 (82.2%) | loss: 3.206126 | lrm: 0.19 | dt: 180ms | tok/sec: 363,437 | mfu: 3.8% | epoch: 1 | remaining: 53s    
step 01366 (82.2%) | loss: 3.211991 | lrm: 0.19 | dt: 181ms | tok/sec: 362,952 | mfu: 3.8% | epoch: 1 | remaining: 53s    
step 01367 (82.3%) | loss: 3.208015 | lrm: 0.19 | dt: 183ms | tok/sec: 358,998 | mfu: 3.8% | epoch: 1 | remaining: 53s    
step 01368 (82.3%) | loss: 3.199093 | lrm: 0.19 | dt: 187ms | tok/sec: 350,345 | mfu: 3.7% | epoch: 1 | remaining: 53s    
step 01369 (82.4%) | loss: 3.194819 | lrm: 0.19 | dt: 187ms | tok/sec: 349,750 | mfu: 3.7% | epoch: 1 | remaining: 53s    
step 01370 (82.5%) | loss: 3.197785 | lrm: 0.19 | dt: 181ms | tok/sec: 362,845 | mfu: 3.8% | epoch: 1 | remaining: 52s    
step 01371 (82.5%) | loss: 3.184604 | lrm: 0.19 | dt: 181ms | tok/sec: 361,416 | mfu: 3.8% | epoch: 1 | remaining: 52s    
step 01372 (82.6%) | loss: 3.191954 | lrm: 0.19 | dt: 182ms | tok/sec: 360,128 | mfu: 3.8% | epoch: 1 | remaining: 52s    
step 01373 (82.6%) | loss: 3.185121 | lrm: 0.19 | dt: 184ms | tok/sec: 355,525 | mfu: 3.8% | epoch: 1 | remaining: 52s    
step 01374 (82.7%) | loss: 3.181933 | lrm: 0.19 | dt: 189ms | tok/sec: 345,979 | mfu: 3.7% | epoch: 1 | remaining: 52s    
step 01375 (82.8%) | loss: 3.172560 | lrm: 0.19 | dt: 181ms | tok/sec: 362,292 | mfu: 3.8% | epoch: 1 | remaining: 52s    
step 01376 (82.8%) | loss: 3.179994 | lrm: 0.19 | dt: 181ms | tok/sec: 362,180 | mfu: 3.8% | epoch: 1 | remaining: 51s    
step 01377 (82.9%) | loss: 3.185025 | lrm: 0.19 | dt: 181ms | tok/sec: 361,098 | mfu: 3.8% | epoch: 1 | remaining: 51s    
step 01378 (83.0%) | loss: 3.179659 | lrm: 0.19 | dt: 183ms | tok/sec: 358,412 | mfu: 3.8% | epoch: 1 | remaining: 51s    
step 01379 (83.0%) | loss: 3.179047 | lrm: 0.19 | dt: 188ms | tok/sec: 348,912 | mfu: 3.7% | epoch: 1 | remaining: 51s    
step 01380 (83.1%) | loss: 3.191405 | lrm: 0.19 | dt: 188ms | tok/sec: 348,858 | mfu: 3.7% | epoch: 1 | remaining: 51s    
step 01381 (83.1%) | loss: 3.186224 | lrm: 0.19 | dt: 180ms | tok/sec: 363,813 | mfu: 3.9% | epoch: 1 | remaining: 50s    
step 01382 (83.2%) | loss: 3.187206 | lrm: 0.18 | dt: 181ms | tok/sec: 361,730 | mfu: 3.8% | epoch: 1 | remaining: 50s    
step 01383 (83.3%) | loss: 3.191839 | lrm: 0.18 | dt: 181ms | tok/sec: 361,664 | mfu: 3.8% | epoch: 1 | remaining: 50s    
step 01384 (83.3%) | loss: 3.193161 | lrm: 0.18 | dt: 185ms | tok/sec: 354,238 | mfu: 3.8% | epoch: 1 | remaining: 50s    
step 01385 (83.4%) | loss: 3.194568 | lrm: 0.18 | dt: 189ms | tok/sec: 347,107 | mfu: 3.7% | epoch: 1 | remaining: 50s    
step 01386 (83.4%) | loss: 3.192188 | lrm: 0.18 | dt: 183ms | tok/sec: 358,853 | mfu: 3.8% | epoch: 1 | remaining: 49s    
step 01387 (83.5%) | loss: 3.192831 | lrm: 0.18 | dt: 180ms | tok/sec: 363,171 | mfu: 3.8% | epoch: 1 | remaining: 49s    
step 01388 (83.6%) | loss: 3.191127 | lrm: 0.18 | dt: 180ms | tok/sec: 363,169 | mfu: 3.8% | epoch: 1 | remaining: 49s    
step 01389 (83.6%) | loss: 3.193231 | lrm: 0.18 | dt: 184ms | tok/sec: 357,007 | mfu: 3.8% | epoch: 1 | remaining: 49s    
step 01390 (83.7%) | loss: 3.193690 | lrm: 0.18 | dt: 188ms | tok/sec: 349,386 | mfu: 3.7% | epoch: 1 | remaining: 49s    
step 01391 (83.8%) | loss: 3.189818 | lrm: 0.18 | dt: 188ms | tok/sec: 348,507 | mfu: 3.7% | epoch: 1 | remaining: 49s    
step 01392 (83.8%) | loss: 3.180287 | lrm: 0.18 | dt: 180ms | tok/sec: 363,139 | mfu: 3.8% | epoch: 1 | remaining: 48s    
step 01393 (83.9%) | loss: 3.178726 | lrm: 0.18 | dt: 181ms | tok/sec: 362,685 | mfu: 3.8% | epoch: 1 | remaining: 48s    
step 01394 (83.9%) | loss: 3.180323 | lrm: 0.18 | dt: 182ms | tok/sec: 360,347 | mfu: 3.8% | epoch: 1 | remaining: 48s    
step 01395 (84.0%) | loss: 3.183828 | lrm: 0.18 | dt: 186ms | tok/sec: 352,024 | mfu: 3.7% | epoch: 1 | remaining: 48s    
step 01396 (84.1%) | loss: 3.174330 | lrm: 0.18 | dt: 190ms | tok/sec: 345,036 | mfu: 3.7% | epoch: 1 | remaining: 48s    
step 01397 (84.1%) | loss: 3.176961 | lrm: 0.18 | dt: 181ms | tok/sec: 362,840 | mfu: 3.8% | epoch: 1 | remaining: 47s    
step 01398 (84.2%) | loss: 3.184872 | lrm: 0.18 | dt: 181ms | tok/sec: 362,694 | mfu: 3.8% | epoch: 1 | remaining: 47s    
step 01399 (84.2%) | loss: 3.178948 | lrm: 0.17 | dt: 181ms | tok/sec: 362,392 | mfu: 3.8% | epoch: 1 | remaining: 47s    
step 01400 (84.3%) | loss: 3.186629 | lrm: 0.17 | dt: 184ms | tok/sec: 355,598 | mfu: 3.8% | epoch: 1 | remaining: 47s    
step 01401 (84.4%) | loss: 3.182290 | lrm: 0.17 | dt: 187ms | tok/sec: 349,727 | mfu: 3.7% | epoch: 1 | remaining: 47s    
step 01402 (84.4%) | loss: 3.194597 | lrm: 0.17 | dt: 186ms | tok/sec: 353,230 | mfu: 3.7% | epoch: 1 | remaining: 47s    
